record_id,app_name,niche,platform,source_kind,keyword,feature_tags,audience_tags,pillar_count,whitespace_score,whitespace_band,source_url,evidence_quality
"CMP-006654","HabitLink: Habits with Friends","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks|gaming_progression|social_community","gen_z_creator_identity|self_improvement_users|casual_gamers","3","5","medium","https://apps.apple.com/us/app/habitlink-habits-with-friends/id6744272260?uo=4","high"
"CMP-006655","Habit Hearts - Habit Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|habits_streaks|gaming_progression","gen_z_creator_identity|self_improvement_users|casual_gamers","2","3","low","https://apps.apple.com/us/app/habit-hearts-habit-tracker/id6737323367?uo=4","high"
"CMP-006656","Pattrn - Discipline Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","ai|avatar_identity|coaching|habits_streaks|gaming_progression|social_community","gen_z_creator_identity|self_improvement_users|casual_gamers","3","6","medium","https://apps.apple.com/us/app/pattrn-discipline-tracker/id6740924171?uo=4","high"
"CMP-006657","Focus Habits - Daily Streaks","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|photo_video_generation|coaching|habits_streaks|mindfulness|gaming_progression|social_community","gen_z_creator_identity|self_improvement_users|casual_gamers","4","7","high","https://apps.apple.com/us/app/focus-habits-daily-streaks/id1071663315?uo=4","high"
"CMP-006658","Sessions - activity timer and habit tracker","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|habits_streaks","gen_z_creator_identity|self_improvement_users","2","3","low","https://apps.apple.com/us/app/sessions-activity-timer-and-habit-tracker/id962313775?uo=4","high"
"CMP-006659","Daily Habit List: Goal Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","manifestation_spirituality|avatar_identity|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","gen_z_creator_identity|anxious_stressed_users|self_improvement_users","5","8","high","https://apps.apple.com/us/app/daily-habit-list-goal-tracker/id1528204230?uo=4","high"
"CMP-006660","Dozzle habit - Habit tracker","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks|gaming_progression","gen_z_creator_identity|self_improvement_users","3","5","medium","https://apps.apple.com/us/app/dozzle-habit-habit-tracker/id1571277766?uo=4","high"
"CMP-006661","Habit Tracker n Pets: HabitYou","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|photo_video_generation|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","gen_z_creator_identity|anxious_stressed_users|self_improvement_users|casual_gamers","4","7","high","https://apps.apple.com/us/app/habit-tracker-n-pets-habityou/id6473684904?uo=4","high"
"CMP-006662","Resolve: Habit Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","ai|avatar_identity|photo_video_generation|coaching|habits_streaks|mindfulness|journaling_mood|social_community","gen_z_creator_identity|anxious_stressed_users|self_improvement_users","4","7","high","https://apps.apple.com/us/app/resolve-habit-tracker/id6751532440?uo=4","high"
"CMP-006663","Habit Tracker - HabitGrid","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks|journaling_mood|gaming_progression","gen_z_creator_identity|self_improvement_users","4","7","high","https://apps.apple.com/us/app/habit-tracker-habitgrid/id6746483721?uo=4","high"
"CMP-006664","Pixel Fantasy - Habit Game","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|photo_video_generation|habits_streaks|gaming_progression","gen_z_creator_identity|self_improvement_users|casual_gamers","2","3","low","https://apps.apple.com/us/app/pixel-fantasy-habit-game/id6759739198?uo=4","high"
"CMP-006665","Habicat - RPG Habit Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|photo_video_generation|coaching|habits_streaks|gaming_progression","gen_z_creator_identity|self_improvement_users|casual_gamers","3","5","medium","https://apps.apple.com/us/app/habicat-rpg-habit-tracker/id6444766871?uo=4","high"
"CMP-006666","Break Free Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|photo_video_generation|coaching|habits_streaks","gen_z_creator_identity|self_improvement_users","3","5","medium","https://apps.apple.com/us/app/break-free-tracker/id1377664098?uo=4","high"
"CMP-006667","Habit Tracker - TickOff","avatar_identity","ios","app_store_search","avatar habit tracker","ai|avatar_identity|photo_video_generation|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression","gen_z_creator_identity|anxious_stressed_users|self_improvement_users|casual_gamers","4","8","high","https://apps.apple.com/us/app/habit-tracker-tickoff/id6739045501?uo=4","high"
"CMP-006668","Habit Tracker - HabitSwipe","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|photo_video_generation|coaching|habits_streaks|journaling_mood|gaming_progression|social_community","gen_z_creator_identity|self_improvement_users","4","7","high","https://apps.apple.com/us/app/habit-tracker-habitswipe/id6756208423?uo=4","high"
"CMP-006669","Nudgly - AI Habit Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","ai|avatar_identity|photo_video_generation|coaching|habits_streaks|mindfulness|gaming_progression","gen_z_creator_identity|anxious_stressed_users|self_improvement_users","4","8","high","https://apps.apple.com/us/app/nudgly-ai-habit-tracker/id6754154057?uo=4","high"
"CMP-006670","Habit Tracker: Streak-Free","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|habits_streaks|mindfulness|gaming_progression","gen_z_creator_identity|anxious_stressed_users|self_improvement_users|casual_gamers","3","5","medium","https://apps.apple.com/us/app/habit-tracker-streak-free/id6737206675?uo=4","high"
"CMP-006671","Habit Tracker - Hapit","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks","gen_z_creator_identity|self_improvement_users","3","5","medium","https://apps.apple.com/us/app/habit-tracker-hapit/id1509780452?uo=4","high"
"CMP-006672","Habit Tracker - Statz","avatar_identity","ios","app_store_search","avatar habit tracker","manifestation_spirituality|avatar_identity|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","gen_z_creator_identity|anxious_stressed_users|self_improvement_users|casual_gamers","5","8","high","https://apps.apple.com/us/app/habit-tracker-statz/id6742257400?uo=4","high"
"CMP-006673","Habit Tracker: Streaks & Goals","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","gen_z_creator_identity|anxious_stressed_users|self_improvement_users","4","7","high","https://apps.apple.com/us/app/habit-tracker-streaks-goals/id6466580414?uo=4","high"
"CMP-006674","Daily Habit Tracker: Smart AI","avatar_identity","ios","app_store_search","avatar habit tracker","ai|avatar_identity|photo_video_generation|coaching|habits_streaks|mindfulness|social_community","gen_z_creator_identity|anxious_stressed_users|self_improvement_users","4","7","high","https://apps.apple.com/us/app/daily-habit-tracker-smart-ai/id6738333304?uo=4","high"
"CMP-006675","Habit Tracker: Become Stronger","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|photo_video_generation|coaching|habits_streaks|gaming_progression","gen_z_creator_identity|self_improvement_users|casual_gamers","3","5","medium","https://apps.apple.com/us/app/habit-tracker-become-stronger/id6451262463?uo=4","high"
"CMP-006676","HabitApp: Habit Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|photo_video_generation|habits_streaks|social_community","gen_z_creator_identity|self_improvement_users","2","3","low","https://apps.apple.com/us/app/habitapp-habit-tracker/id1640963981?uo=4","high"
"CMP-006677","Habit Tracker - Ripples","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks|journaling_mood|gaming_progression","gen_z_creator_identity|self_improvement_users","4","7","high","https://apps.apple.com/us/app/habit-tracker-ripples/id6502667826?uo=4","high"
"CMP-006678","Habit Tracker: Goals & Rewards","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks|mindfulness|gaming_progression","gen_z_creator_identity|self_improvement_users|casual_gamers","4","7","high","https://apps.apple.com/us/app/habit-tracker-goals-rewards/id6459830396?uo=4","high"
"CMP-006679","Habit Tracker - Spark habits","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks|gaming_progression","gen_z_creator_identity|self_improvement_users","3","5","medium","https://apps.apple.com/us/app/habit-tracker-spark-habits/id6470763573?uo=4","high"
"CMP-006680","Did it: Habit Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|photo_video_generation|coaching|habits_streaks|journaling_mood","gen_z_creator_identity|self_improvement_users","4","6","medium","https://apps.apple.com/us/app/did-it-habit-tracker/id6517349579?uo=4","high"
"CMP-006681","Habit Tracker by Habit Mate","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks|gaming_progression","gen_z_creator_identity|self_improvement_users","3","5","medium","https://apps.apple.com/us/app/habit-tracker-by-habit-mate/id1541190629?uo=4","high"
"CMP-006682","Bear Good Habits - Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|habits_streaks","gen_z_creator_identity|self_improvement_users","2","3","low","https://apps.apple.com/us/app/bear-good-habits-tracker/id1472298590?uo=4","high"
"CMP-006683","Habit Tracker - AI Planner","avatar_identity","ios","app_store_search","avatar habit tracker","ai|manifestation_spirituality|avatar_identity|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","gen_z_creator_identity|self_improvement_users|casual_gamers","5","9","high","https://apps.apple.com/us/app/habit-tracker-ai-planner/id6741158668?uo=4","high"
"CMP-006684","Aesthetic Habit Tracker: Sara","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|habits_streaks|gaming_progression","gen_z_creator_identity|self_improvement_users","2","3","low","https://apps.apple.com/us/app/aesthetic-habit-tracker-sara/id6740748583?uo=4","high"
"CMP-006685","Easy Habit - Goals Reminder","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks","gen_z_creator_identity|self_improvement_users","3","5","medium","https://apps.apple.com/us/app/easy-habit-goals-reminder/id1321569428?uo=4","high"
"CMP-006686","Habit Tracker with Widget","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks|journaling_mood|gaming_progression","gen_z_creator_identity|self_improvement_users","4","7","high","https://apps.apple.com/us/app/habit-tracker-with-widget/id1440005368?uo=4","high"
"CMP-006687","Easy Habit Tracker & Routine","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|photo_video_generation|coaching|habits_streaks|mindfulness|gaming_progression|social_community","gen_z_creator_identity|anxious_stressed_users|self_improvement_users","4","7","high","https://apps.apple.com/us/app/easy-habit-tracker-routine/id1525432202?uo=4","high"
"CMP-006688","HabitYear - Simple Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|photo_video_generation|coaching|habits_streaks|gaming_progression","gen_z_creator_identity|self_improvement_users","3","5","medium","https://apps.apple.com/us/app/habityear-simple-tracker/id6480166269?uo=4","high"
"CMP-006689","OtterLife: AI Health Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","ai|manifestation_spirituality|avatar_identity|photo_video_generation|coaching|habits_streaks|mindfulness|gaming_progression","gen_z_creator_identity|anxious_stressed_users|self_improvement_users","5","9","high","https://apps.apple.com/us/app/otterlife-ai-health-tracker/id6475028592?uo=4","high"
"CMP-006690","Habo (habit tracker)","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|photo_video_generation|habits_streaks|gaming_progression","gen_z_creator_identity|self_improvement_users","2","3","low","https://apps.apple.com/us/app/habo-habit-tracker/id1670223360?uo=4","high"
"CMP-006691","NotedThat: Days Since Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|photo_video_generation|habits_streaks|gaming_progression","gen_z_creator_identity|self_improvement_users","2","3","low","https://apps.apple.com/us/app/notedthat-days-since-tracker/id6747821220?uo=4","high"
"CMP-006692","Redo: Daily Habit Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|photo_video_generation|coaching|habits_streaks|gaming_progression","gen_z_creator_identity|self_improvement_users","3","5","medium","https://apps.apple.com/us/app/redo-daily-habit-tracker/id6448710316?uo=4","high"
"CMP-006693","Halo: Habit Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","ai|avatar_identity|coaching|habits_streaks","gen_z_creator_identity|self_improvement_users","3","6","medium","https://apps.apple.com/us/app/halo-habit-tracker/id6738296252?uo=4","high"
"CMP-006694","Daily: Habit & Routine Planner","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|habits_streaks|mindfulness|gaming_progression","gen_z_creator_identity|anxious_stressed_users|self_improvement_users|casual_gamers","3","5","medium","https://apps.apple.com/us/app/daily-habit-routine-planner/id6745339831?uo=4","high"
"CMP-006695","Forte - Habit Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks|gaming_progression|social_community","gen_z_creator_identity|self_improvement_users|casual_gamers","3","5","medium","https://apps.apple.com/us/app/forte-habit-tracker/id1507681077?uo=4","high"
"CMP-006696","MyHabits - Habit Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks","gen_z_creator_identity|self_improvement_users","3","5","medium","https://apps.apple.com/us/app/myhabits-habit-tracker/id1516191643?uo=4","high"
"CMP-006697","Habit Tracker - HabitGenius","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|photo_video_generation|habits_streaks|mindfulness|journaling_mood|gaming_progression","gen_z_creator_identity|anxious_stressed_users|self_improvement_users|casual_gamers","3","5","medium","https://apps.apple.com/us/app/habit-tracker-habitgenius/id6466812469?uo=4","high"
"CMP-006698","Mindle: Habit Tracker & Streak","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|habits_streaks|mindfulness|journaling_mood|gaming_progression","gen_z_creator_identity|self_improvement_users|casual_gamers","3","5","medium","https://apps.apple.com/us/app/mindle-habit-tracker-streak/id6737978299?uo=4","high"
"CMP-006699","Goal: Habits & Tasks","avatar_identity","ios","app_store_search","avatar habit tracker","ai|avatar_identity|photo_video_generation|coaching|habits_streaks|mindfulness|gaming_progression|social_community","gen_z_creator_identity|self_improvement_users","4","8","high","https://apps.apple.com/us/app/goal-habits-tasks/id1339206887?uo=4","high"
"CMP-006700","My Habit - Tracker & Reminder","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|habits_streaks|gaming_progression|social_community","gen_z_creator_identity|self_improvement_users|casual_gamers","2","3","low","https://apps.apple.com/us/app/my-habit-tracker-reminder/id1338479132?uo=4","high"
"CMP-006701","Habit Tracker: Rovelist","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|photo_video_generation|habits_streaks|journaling_mood|gaming_progression","gen_z_creator_identity|self_improvement_users","3","5","medium","https://apps.apple.com/us/app/habit-tracker-rovelist/id6468539586?uo=4","high"
"CMP-006702","Habit Tracker: Habitwise","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression","gen_z_creator_identity|self_improvement_users","4","7","high","https://apps.apple.com/us/app/habit-tracker-habitwise/id6757248689?uo=4","high"
"CMP-006703","Habit Streak Tracker: DotHabit","avatar_identity","ios","app_store_search","avatar habit tracker","ai|avatar_identity|photo_video_generation|coaching|habits_streaks|journaling_mood","gen_z_creator_identity|self_improvement_users","4","7","high","https://apps.apple.com/us/app/habit-streak-tracker-dothabit/id1439938837?uo=4","high"
"CMP-006704","Blocks — Minimal Habit Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|habits_streaks","gen_z_creator_identity|self_improvement_users","2","3","low","https://apps.apple.com/us/app/blocks-minimal-habit-tracker/id1550584642?uo=4","high"
"CMP-006705","Habit Tracker - HabitStack","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks|mindfulness|gaming_progression|social_community","gen_z_creator_identity|anxious_stressed_users|self_improvement_users","4","7","high","https://apps.apple.com/us/app/habit-tracker-habitstack/id6479176533?uo=4","high"
"CMP-006706","Trackly","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|photo_video_generation|coaching|habits_streaks|gaming_progression|social_community","gen_z_creator_identity|self_improvement_users|casual_gamers","3","5","medium","https://apps.apple.com/us/app/trackly/id1504660612?uo=4","high"
"CMP-006707","Habit Tracker by Goalify","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks|gaming_progression|social_community","gen_z_creator_identity|self_improvement_users|coaching_professionals","3","5","medium","https://apps.apple.com/us/app/habit-tracker-by-goalify/id950247830?uo=4","high"
"CMP-006708","Streak AI - Habit Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","ai|avatar_identity|photo_video_generation|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","gen_z_creator_identity|self_improvement_users","4","8","high","https://apps.apple.com/us/app/streak-ai-habit-tracker/id6760863525?uo=4","high"
"CMP-006709","Habit Tracker - HabitPal","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks|journaling_mood|gaming_progression","gen_z_creator_identity|self_improvement_users","4","7","high","https://apps.apple.com/us/app/habit-tracker-habitpal/id6478046939?uo=4","high"
"CMP-006710","Liven","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks|journaling_mood|gaming_progression","gen_z_creator_identity|self_improvement_users|casual_gamers","4","7","high","https://apps.apple.com/us/app/liven/id6737596528?uo=4","high"
"CMP-006711","Habit Tracker: TheFor","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks|mindfulness|gaming_progression","gen_z_creator_identity|self_improvement_users","4","7","high","https://apps.apple.com/us/app/habit-tracker-thefor/id1671322093?uo=4","high"
"CMP-006712","Ever Better: The Habit Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|photo_video_generation|coaching|habits_streaks|gaming_progression|social_community","gen_z_creator_identity|self_improvement_users","3","5","medium","https://apps.apple.com/us/app/ever-better-the-habit-tracker/id6476111488?uo=4","high"
"CMP-006713","Habit Trackers App","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|photo_video_generation|coaching|habits_streaks|gaming_progression","gen_z_creator_identity|self_improvement_users","3","5","medium","https://apps.apple.com/us/app/habit-trackers-app/id1611665756?uo=4","high"
"CMP-006714","Quitter - Daily Habit Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|photo_video_generation|coaching|habits_streaks","gen_z_creator_identity|self_improvement_users","3","5","medium","https://apps.apple.com/us/app/quitter-daily-habit-tracker/id1493846666?uo=4","high"
"CMP-006715","Pactly: Social Habit Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","manifestation_spirituality|avatar_identity|photo_video_generation|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","gen_z_creator_identity|spiritual_seekers|anxious_stressed_users|self_improvement_users|casual_gamers","5","8","high","https://apps.apple.com/us/app/pactly-social-habit-tracker/id6756091774?uo=4","high"
"CMP-006716","Habit Tracker - Horizon","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|habits_streaks|social_community","gen_z_creator_identity|self_improvement_users","2","3","low","https://apps.apple.com/us/app/habit-tracker-horizon/id1524155304?uo=4","high"
"CMP-006717","Routine Planner: Habit Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","manifestation_spirituality|avatar_identity|coaching|habits_streaks|journaling_mood|gaming_progression","gen_z_creator_identity|self_improvement_users|casual_gamers","5","8","high","https://apps.apple.com/us/app/routine-planner-habit-tracker/id1668280041?uo=4","high"
"CMP-006718","75 Days Challenge: Better","avatar_identity","ios","app_store_search","avatar habit tracker","ai|avatar_identity|photo_video_generation|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","gen_z_creator_identity|anxious_stressed_users|self_improvement_users","4","8","high","https://apps.apple.com/us/app/75-days-challenge-better/id6667095733?uo=4","high"
"CMP-006719","Relapse: Simple Habit Tracking","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks","gen_z_creator_identity|self_improvement_users","3","5","medium","https://apps.apple.com/us/app/relapse-simple-habit-tracking/id6447390738?uo=4","high"
"CMP-006720","Habit Tracker Widget","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|photo_video_generation|coaching|habits_streaks","gen_z_creator_identity|self_improvement_users","3","5","medium","https://apps.apple.com/us/app/habit-tracker-widget/id6470886117?uo=4","high"
"CMP-006721","simple habit tracker - habits","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|habits_streaks","gen_z_creator_identity|self_improvement_users","2","3","low","https://apps.apple.com/us/app/simple-habit-tracker-habits/id6755734557?uo=4","high"
"CMP-006722","Habit Tracker – Daily Planner","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks|gaming_progression|social_community","gen_z_creator_identity|self_improvement_users|casual_gamers","3","5","medium","https://apps.apple.com/us/app/habit-tracker-daily-planner/id6742852617?uo=4","high"
"CMP-006723","Today - Habit Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|habits_streaks","gen_z_creator_identity|self_improvement_users","2","3","low","https://apps.apple.com/us/app/today-habit-tracker/id1524073056?uo=4","high"
"CMP-006724","Habit Slayer: Habit Tracker","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks|gaming_progression","gen_z_creator_identity|self_improvement_users|casual_gamers","3","5","medium","https://apps.apple.com/us/app/habit-slayer-habit-tracker/id6670766671?uo=4","high"
"CMP-006725","Habit Tracker - Red Panda","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks|journaling_mood|gaming_progression","gen_z_creator_identity|self_improvement_users|casual_gamers","4","7","high","https://apps.apple.com/us/app/habit-tracker-red-panda/id6738030829?uo=4","high"
"CMP-006726","Habit8: Simple Habit Calendar","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|habits_streaks","gen_z_creator_identity|self_improvement_users","2","3","low","https://apps.apple.com/us/app/habit8-simple-habit-calendar/id1510634489?uo=4","high"
"CMP-006727","Rise: Habit Tracker & Planner","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|habits_streaks|gaming_progression","gen_z_creator_identity|self_improvement_users|casual_gamers","2","3","low","https://apps.apple.com/us/app/rise-habit-tracker-planner/id6756598009?uo=4","high"
"CMP-006728","Hardcore - Habit Tracker RPG","avatar_identity","ios","app_store_search","avatar habit tracker","avatar_identity|coaching|habits_streaks|gaming_progression","gen_z_creator_identity|self_improvement_users|casual_gamers","3","5","medium","https://apps.apple.com/us/app/hardcore-habit-tracker-rpg/id6754932074?uo=4","high"
"CMP-006729","com.habitrpg.android.habitica","avatar_identity","android","google_play_search_fallback","avatar habit tracker","avatar_identity|habits_streaks","gen_z_creator_identity|self_improvement_users","2","3","low","https://play.google.com/store/apps/details?id=com.habitrpg.android.habitica","medium"
"CMP-006730","org.isoron.uhabits","avatar_identity","android","google_play_search_fallback","avatar habit tracker","avatar_identity|habits_streaks","gen_z_creator_identity|self_improvement_users","2","3","low","https://play.google.com/store/apps/details?id=org.isoron.uhabits","medium"
"CMP-006731","com.gohary.habitradar","avatar_identity","android","google_play_search_fallback","avatar habit tracker","avatar_identity|habits_streaks","gen_z_creator_identity|self_improvement_users","2","3","low","https://play.google.com/store/apps/details?id=com.gohary.habitradar","medium"
"CMP-006732","com.oristats.habitbull","avatar_identity","android","google_play_search_fallback","avatar habit tracker","avatar_identity|habits_streaks","gen_z_creator_identity|self_improvement_users","2","3","low","https://play.google.com/store/apps/details?id=com.oristats.habitbull","medium"
"CMP-006733","com.roehl.habitkit","avatar_identity","android","google_play_search_fallback","avatar habit tracker","avatar_identity|habits_streaks","gen_z_creator_identity|self_improvement_users","2","3","low","https://play.google.com/store/apps/details?id=com.roehl.habitkit","medium"
"CMP-006734","com.apalon.to.do.list","avatar_identity","android","google_play_search_fallback","avatar habit tracker","avatar_identity|habits_streaks","gen_z_creator_identity|self_improvement_users","2","3","low","https://play.google.com/store/apps/details?id=com.apalon.to.do.list","medium"
"CMP-006735","co.thomasmenzel.proddy","avatar_identity","android","google_play_search_fallback","avatar habit tracker","avatar_identity|habits_streaks","gen_z_creator_identity|self_improvement_users","2","3","low","https://play.google.com/store/apps/details?id=co.thomasmenzel.proddy","medium"
"CMP-006736","com.habitgenius.habit.tracker","avatar_identity","android","google_play_search_fallback","avatar habit tracker","avatar_identity|habits_streaks","gen_z_creator_identity|self_improvement_users","2","3","low","https://play.google.com/store/apps/details?id=com.habitgenius.habit.tracker","medium"
"CMP-006737","com.itdeveapps.habitrix.tracker","avatar_identity","android","google_play_search_fallback","avatar habit tracker","avatar_identity|habits_streaks","gen_z_creator_identity|self_improvement_users","2","3","low","https://play.google.com/store/apps/details?id=com.itdeveapps.habitrix.tracker","medium"
"CMP-006738","ro.thinkoutside.habitit","avatar_identity","android","google_play_search_fallback","avatar habit tracker","avatar_identity|habits_streaks","gen_z_creator_identity|self_improvement_users","2","3","low","https://play.google.com/store/apps/details?id=ro.thinkoutside.habitit","medium"
"CMP-006739","com.appsweat.habitrise","avatar_identity","android","google_play_search_fallback","avatar habit tracker","avatar_identity|habits_streaks","gen_z_creator_identity|self_improvement_users","2","3","low","https://play.google.com/store/apps/details?id=com.appsweat.habitrise","medium"
"CMP-006740","xyz.thefor.habits.habits","avatar_identity","android","google_play_search_fallback","avatar habit tracker","avatar_identity|habits_streaks","gen_z_creator_identity|self_improvement_users","2","3","low","https://play.google.com/store/apps/details?id=xyz.thefor.habits.habits","medium"
"CMP-006741","com.everydaycheckmobile","avatar_identity","android","google_play_search_fallback","avatar habit tracker","avatar_identity|habits_streaks","gen_z_creator_identity|self_improvement_users","2","3","low","https://play.google.com/store/apps/details?id=com.everydaycheckmobile","medium"
"CMP-006742","com.gethabitbook.app","avatar_identity","android","google_play_search_fallback","avatar habit tracker","avatar_identity|habits_streaks","gen_z_creator_identity|self_improvement_users","2","3","low","https://play.google.com/store/apps/details?id=com.gethabitbook.app","medium"
"CMP-006743","gogh: Focus with Your Avatar","avatar_identity","pc","steam_search","avatar habit tracker","avatar_identity|habits_streaks","gen_z_creator_identity|self_improvement_users","2","3","low","https://store.steampowered.com/app/3213850/gogh_Focus_with_Your_Avatar/?snr=1_7_7_151_150_1","medium"
"CMP-006744","Australian Immi App","avatar_identity","ios","app_store_search","identity transformation app","avatar_identity","gen_z_creator_identity","1","1","low","https://apps.apple.com/us/app/australian-immi-app/id6502375310?uo=4","high"
"CMP-006745","Self: identity builder","avatar_identity","ios","app_store_search","identity transformation app","avatar_identity|habits_streaks","gen_z_creator_identity|self_improvement_users","2","3","low","https://apps.apple.com/us/app/self-identity-builder/id6758582687?uo=4","high"
"CMP-006746","How Will I Look When Im Older","avatar_identity","ios","app_store_search","identity transformation app","avatar_identity|photo_video_generation","gen_z_creator_identity","1","1","low","https://apps.apple.com/us/app/how-will-i-look-when-im-older/id1628951981?uo=4","high"
"CMP-006747","Dimensional: Personality Test","avatar_identity","ios","app_store_search","identity transformation app","avatar_identity|photo_video_generation|coaching|social_community","gen_z_creator_identity","2","3","low","https://apps.apple.com/us/app/dimensional-personality-test/id1520060596?uo=4","high"
"CMP-006748","Aging Wonder","avatar_identity","ios","app_store_search","identity transformation app","ai|avatar_identity|photo_video_generation|social_community","gen_z_creator_identity","1","2","low","https://apps.apple.com/us/app/aging-wonder/id1643469254?uo=4","high"
"CMP-006749","App Cloner: Dual Space","avatar_identity","ios","app_store_search","identity transformation app","avatar_identity|photo_video_generation|gaming_progression|social_community","gen_z_creator_identity","2","2","low","https://apps.apple.com/us/app/app-cloner-dual-space/id6744892450?uo=4","high"
"CMP-006750","turn.app","avatar_identity","ios","app_store_search","identity transformation app","avatar_identity|gaming_progression","gen_z_creator_identity","2","2","low","https://apps.apple.com/us/app/turn-app/id6667101755?uo=4","high"
